,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,TransportMeans,WklyStudyHours,NrSiblings,MathScore,ReadingScore,WritingScore,Average
7047,female,group C,some college,free/reduced,none,married,never,no,school_bus,> 10,4.0,33.0,41.0,37.0,37.0
7048,male,group E,some college,free/reduced,none,single,sometimes,no,school_bus,> 10,3.0,41.0,43.0,34.0,39.333333333333336
7049,male,group C,high school,standard,completed,married,sometimes,yes,private,< 5,4.0,67.0,62.0,68.0,65.66666666666667
7050,female,group D,some high school,standard,completed,married,regularly,no,private,5 - 10,2.0,63.0,68.0,74.0,68.33333333333333
7051,male,group D,associate's degree,free/reduced,completed,married,never,no,school_bus,> 10,2.0,63.0,66.0,68.0,65.66666666666667
7052,male,group C,some college,standard,none,divorced,sometimes,yes,private,> 10,1.0,70.0,68.0,68.0,68.66666666666667
7053,male,group C,high school,standard,none,married,regularly,yes,school_bus,5 - 10,2.0,84.0,78.0,73.0,78.33333333333333
7054,female,group E,some high school,standard,none,divorced,never,yes,private,> 10,2.0,67.0,70.0,69.0,68.66666666666667
7055,female,group B,high school,free/reduced,none,married,sometimes,no,private,5 - 10,4.0,53.0,68.0,67.0,62.666666666666664
7056,male,group C,high school,standard,completed,divorced,never,no,private,> 10,2.0,79.0,75.0,73.0,75.66666666666667
7057,male,group B,some college,standard,completed,married,sometimes,yes,school_bus,5 - 10,4.0,83.0,93.0,90.0,88.66666666666667
7058,male,group C,associate's degree,free/reduced,none,single,regularly,no,private,5 - 10,2.0,56.0,58.0,52.0,55.333333333333336
7059,female,group D,bachelor's degree,free/reduced,completed,single,sometimes,yes,school_bus,< 5,3.0,58.0,73.0,68.0,66.33333333333333
7060,female,group D,high school,standard,completed,single,regularly,yes,private,5 - 10,1.0,67.0,80.0,86.0,77.66666666666667
7061,female,group C,bachelor's degree,standard,completed,married,sometimes,yes,private,< 5,4.0,96.0,98.0,98.0,97.33333333333333
7062,male,group D,associate's degree,standard,none,married,regularly,yes,school_bus,< 5,5.0,71.0,72.0,69.0,70.66666666666667
7063,male,group C,some college,standard,none,divorced,regularly,no,school_bus,5 - 10,2.0,58.0,56.0,52.0,55.333333333333336
7064,female,group D,associate's degree,standard,none,married,sometimes,no,school_bus,< 5,2.0,71.0,72.0,76.0,73.0
7065,female,group C,master's degree,standard,none,married,sometimes,no,school_bus,< 5,3.0,82.0,81.0,76.0,79.66666666666667
7066,female,group C,master's degree,free/reduced,none,single,sometimes,yes,school_bus,< 5,1.0,59.0,79.0,76.0,71.33333333333333
7067,female,group E,associate's degree,free/reduced,none,married,sometimes,yes,school_bus,< 5,4.0,61.0,63.0,69.0,64.33333333333333
7068,male,group C,some high school,standard,none,divorced,regularly,yes,school_bus,< 5,2.0,44.0,43.0,40.0,42.333333333333336
7069,male,group D,bachelor's degree,standard,none,married,regularly,no,school_bus,5 - 10,3.0,79.0,70.0,69.0,72.66666666666667
7070,female,group D,associate's degree,standard,none,married,sometimes,no,private,< 5,5.0,73.0,78.0,78.0,76.33333333333333
7071,female,group B,some college,standard,none,divorced,sometimes,yes,private,5 - 10,4.0,66.0,82.0,75.0,74.33333333333333
7072,male,group E,master's degree,free/reduced,none,divorced,regularly,no,private,< 5,2.0,59.0,72.0,73.0,68.0
7073,female,group D,bachelor's degree,free/reduced,none,single,regularly,yes,school_bus,5 - 10,3.0,62.0,78.0,79.0,73.0
7074,female,group E,master's degree,standard,none,married,regularly,yes,school_bus,5 - 10,2.0,97.0,100.0,100.0,99.0
7075,male,group D,some high school,free/reduced,completed,single,regularly,no,school_bus,< 5,2.0,43.0,52.0,48.0,47.666666666666664
7076,female,group D,master's degree,standard,none,married,regularly,no,school_bus,> 10,2.0,95.0,91.0,100.0,95.33333333333333
7077,male,group B,bachelor's degree,standard,none,married,never,no,school_bus,< 5,1.0,71.0,68.0,65.0,68.0
7078,female,group E,bachelor's degree,standard,none,married,regularly,yes,school_bus,5 - 10,4.0,94.0,93.0,92.0,93.0
7079,male,group A,some high school,standard,completed,divorced,sometimes,no,school_bus,5 - 10,4.0,84.0,74.0,79.0,79.0
7080,female,group C,some college,free/reduced,completed,divorced,sometimes,yes,private,> 10,1.0,63.0,75.0,82.0,73.33333333333333
7081,male,group C,master's degree,standard,none,single,regularly,no,school_bus,5 - 10,3.0,98.0,91.0,93.0,94.0
7082,male,group C,some college,free/reduced,completed,married,sometimes,no,school_bus,> 10,1.0,66.0,71.0,67.0,68.0
7083,female,group E,high school,free/reduced,completed,single,sometimes,yes,school_bus,5 - 10,5.0,54.0,61.0,67.0,60.666666666666664
7084,male,group C,high school,standard,none,married,regularly,yes,school_bus,5 - 10,2.0,64.0,63.0,60.0,62.333333333333336
7085,female,group B,associate's degree,standard,none,married,regularly,yes,school_bus,5 - 10,3.0,48.0,51.0,50.0,49.666666666666664
7086,female,group E,some high school,standard,none,married,never,yes,school_bus,> 10,3.0,69.0,71.0,66.0,68.66666666666667
7087,male,group B,high school,standard,none,single,sometimes,yes,school_bus,5 - 10,1.0,60.0,60.0,59.0,59.666666666666664
7088,female,group C,some high school,standard,none,divorced,sometimes,no,school_bus,5 - 10,6.0,59.0,50.0,59.0,56.0
7089,female,group C,some college,standard,completed,married,sometimes,yes,school_bus,> 10,2.0,69.0,77.0,84.0,76.66666666666667
7090,male,group C,bachelor's degree,standard,none,married,sometimes,yes,school_bus,5 - 10,4.0,71.0,61.0,64.0,65.33333333333333
7091,male,group C,high school,standard,none,married,never,no,school_bus,< 5,3.0,51.0,48.0,46.0,48.333333333333336
7092,female,group E,master's degree,standard,none,single,regularly,yes,school_bus,< 5,1.0,89.0,94.0,93.0,92.0
7093,male,group D,some high school,standard,none,married,sometimes,yes,private,5 - 10,1.0,88.0,78.0,77.0,81.0
7094,male,group D,some high school,standard,none,married,sometimes,no,school_bus,5 - 10,3.0,76.0,64.0,65.0,68.33333333333333
7095,male,group C,associate's degree,standard,none,married,sometimes,no,school_bus,5 - 10,3.0,80.0,85.0,76.0,80.33333333333333
7096,female,group B,high school,standard,none,single,sometimes,yes,school_bus,> 10,2.0,74.0,82.0,82.0,79.33333333333333
7097,female,group D,associate's degree,standard,completed,married,sometimes,yes,school_bus,5 - 10,0.0,50.0,70.0,66.0,62.0
7098,female,group B,associate's degree,free/reduced,completed,divorced,sometimes,no,school_bus,< 5,1.0,49.0,57.0,63.0,56.333333333333336
7099,male,group C,bachelor's degree,free/reduced,none,single,regularly,no,private,5 - 10,4.0,40.0,50.0,49.0,46.333333333333336
7100,male,group D,high school,standard,none,married,regularly,no,school_bus,5 - 10,3.0,60.0,63.0,56.0,59.666666666666664
7101,female,group B,bachelor's degree,standard,none,divorced,sometimes,no,school_bus,5 - 10,1.0,77.0,86.0,81.0,81.33333333333333
7102,male,group D,high school,standard,none,married,never,yes,private,< 5,1.0,72.0,73.0,76.0,73.66666666666667
7103,female,group B,master's degree,standard,none,married,sometimes,yes,private,5 - 10,3.0,84.0,92.0,93.0,89.66666666666667
7104,male,group E,some high school,free/reduced,none,single,regularly,no,school_bus,5 - 10,1.0,64.0,57.0,51.0,57.333333333333336
7105,female,group C,master's degree,standard,completed,widowed,sometimes,no,private,> 10,2.0,73.0,82.0,89.0,81.33333333333333
7106,female,group E,some college,free/reduced,completed,married,sometimes,no,private,5 - 10,3.0,83.0,90.0,88.0,87.0
7107,female,group B,some college,standard,none,single,sometimes,no,private,5 - 10,2.0,69.0,84.0,75.0,76.0
7108,female,group E,bachelor's degree,standard,completed,married,never,yes,private,< 5,0.0,88.0,92.0,92.0,90.66666666666667
7109,male,group C,associate's degree,free/reduced,none,married,sometimes,no,school_bus,5 - 10,2.0,67.0,62.0,67.0,65.33333333333333
7110,female,group C,some high school,standard,none,divorced,regularly,yes,school_bus,5 - 10,2.0,64.0,72.0,64.0,66.66666666666667
7111,male,group B,associate's degree,standard,completed,married,sometimes,yes,private,5 - 10,4.0,83.0,82.0,85.0,83.33333333333333
7112,female,group D,some college,standard,completed,married,regularly,no,school_bus,5 - 10,2.0,47.0,51.0,64.0,54.0
7113,female,group A,associate's degree,standard,none,married,sometimes,yes,private,< 5,3.0,74.0,81.0,78.0,77.66666666666667
7114,female,group B,associate's degree,standard,completed,married,sometimes,no,school_bus,5 - 10,1.5,74.0,83.0,88.0,81.66666666666667
7115,male,group A,some high school,standard,none,married,sometimes,no,school_bus,> 10,2.0,61.0,56.0,47.0,54.666666666666664
7116,male,group C,some college,free/reduced,completed,married,regularly,yes,school_bus,5 - 10,3.0,63.0,71.0,73.0,69.0
7117,male,group D,high school,standard,none,single,sometimes,no,school_bus,< 5,4.0,64.0,65.0,61.0,63.333333333333336
7118,female,group D,high school,free/reduced,none,married,regularly,yes,school_bus,5 - 10,5.0,57.0,63.0,66.0,62.0
7119,male,group B,some high school,standard,completed,married,sometimes,yes,school_bus,5 - 10,3.0,69.0,75.0,70.0,71.33333333333333
7120,male,group C,some high school,free/reduced,completed,single,sometimes,no,school_bus,< 5,3.0,77.0,71.0,74.0,74.0
7121,male,group A,some college,standard,none,married,regularly,no,school_bus,5 - 10,1.0,63.0,59.0,58.0,60.0
7122,male,group C,some high school,free/reduced,completed,married,never,yes,private,< 5,0.0,57.0,67.0,66.0,63.333333333333336
7123,female,group D,bachelor's degree,standard,none,divorced,regularly,no,school_bus,5 - 10,6.0,84.0,83.0,92.0,86.33333333333333
7124,female,group A,associate's degree,standard,none,married,regularly,yes,private,< 5,0.0,67.0,59.0,66.0,64.0
7125,female,group B,some high school,free/reduced,none,single,sometimes,no,private,> 10,3.0,51.0,57.0,49.0,52.333333333333336
7126,female,group E,some high school,standard,none,married,sometimes,yes,private,5 - 10,2.0,83.0,74.0,84.0,80.33333333333333
7127,female,group A,associate's degree,free/reduced,completed,single,regularly,no,school_bus,> 10,4.0,58.0,79.0,74.0,70.33333333333333
7128,male,group A,bachelor's degree,standard,none,married,sometimes,yes,private,< 5,0.0,86.0,74.0,67.0,75.66666666666667
7129,male,group C,associate's degree,standard,none,divorced,sometimes,no,school_bus,5 - 10,2.0,86.0,84.0,82.0,84.0
7130,male,group E,associate's degree,standard,none,married,sometimes,yes,school_bus,5 - 10,1.0,83.0,70.0,60.0,71.0
7131,male,group C,some college,standard,none,married,regularly,yes,private,5 - 10,4.0,51.0,58.0,48.0,52.333333333333336
7132,male,group C,associate's degree,standard,none,married,never,yes,school_bus,5 - 10,4.0,64.0,57.0,53.0,58.0
7133,male,group D,some high school,standard,completed,married,regularly,yes,school_bus,5 - 10,0.0,80.0,72.0,71.0,74.33333333333333
7134,male,group C,high school,standard,none,married,regularly,yes,private,> 10,0.0,59.0,55.0,46.0,53.333333333333336
7135,male,group E,associate's degree,standard,none,married,regularly,yes,school_bus,5 - 10,3.0,90.0,86.0,80.0,85.33333333333333
7136,male,group E,some high school,standard,completed,married,sometimes,yes,private,< 5,6.0,55.0,50.0,49.0,51.333333333333336
7137,female,group C,bachelor's degree,standard,completed,divorced,never,yes,private,< 5,0.0,75.0,89.0,87.0,83.66666666666667
7138,male,group D,some college,standard,none,married,regularly,yes,private,< 5,1.0,70.0,61.0,62.0,64.33333333333333
7139,male,group E,associate's degree,free/reduced,none,single,regularly,yes,private,< 5,1.0,51.0,50.0,51.0,50.666666666666664
7140,female,group B,high school,standard,completed,divorced,sometimes,yes,school_bus,> 10,4.0,78.0,89.0,91.0,86.0
7141,female,group E,some college,standard,none,married,regularly,yes,school_bus,5 - 10,3.0,75.0,85.0,71.0,77.0
7142,female,group C,some high school,standard,none,divorced,never,yes,private,5 - 10,3.0,53.0,65.0,62.0,60.0
7143,female,group D,some high school,standard,completed,married,never,yes,private,5 - 10,1.0,56.0,65.0,69.0,63.333333333333336
7144,female,group E,bachelor's degree,free/reduced,completed,married,sometimes,yes,school_bus,< 5,3.0,84.0,97.0,98.0,93.0
7145,female,group B,master's degree,standard,none,married,sometimes,yes,private,< 5,1.0,66.0,63.0,62.0,63.666666666666664
7146,female,group C,some college,free/reduced,none,married,sometimes,yes,school_bus,5 - 10,1.0,63.0,69.0,65.0,65.66666666666667
7147,male,group E,some college,standard,none,married,sometimes,no,school_bus,5 - 10,2.0,83.0,81.0,79.0,81.0
7148,male,group A,high school,standard,none,married,sometimes,no,school_bus,> 10,3.0,60.0,56.0,47.0,54.333333333333336
7149,male,group A,high school,standard,completed,divorced,sometimes,yes,private,< 5,2.0,79.0,76.0,74.0,76.33333333333333
7150,male,group C,high school,standard,none,married,sometimes,yes,school_bus,< 5,2.0,74.0,65.0,57.0,65.33333333333333
7151,male,group D,high school,free/reduced,none,married,sometimes,no,school_bus,5 - 10,4.0,38.0,30.0,34.0,34.0
7152,female,group D,high school,standard,none,married,sometimes,yes,private,< 5,2.0,58.0,78.0,70.0,68.66666666666667
7153,male,group D,associate's degree,standard,none,married,never,yes,school_bus,5 - 10,0.0,95.0,87.0,87.0,89.66666666666667
7154,male,group C,bachelor's degree,free/reduced,none,married,regularly,yes,school_bus,< 5,2.0,58.0,50.0,54.0,54.0
7155,female,group B,associate's degree,standard,completed,married,never,yes,private,< 5,2.0,66.0,76.0,77.0,73.0
7156,male,group C,high school,standard,completed,single,sometimes,yes,school_bus,5 - 10,1.0,67.0,72.0,74.0,71.0
7157,male,group D,some high school,free/reduced,completed,married,regularly,yes,private,5 - 10,5.0,66.0,70.0,70.0,68.66666666666667
7158,female,group D,some college,standard,none,married,sometimes,yes,school_bus,> 10,2.0,65.0,89.0,82.0,78.66666666666667
7159,male,group C,high school,free/reduced,none,married,sometimes,yes,school_bus,> 10,5.0,60.0,66.0,57.0,61.0
7160,female,group D,some high school,free/reduced,completed,married,regularly,no,school_bus,5 - 10,2.0,32.0,36.0,38.0,35.333333333333336
7161,male,group C,some college,standard,completed,married,sometimes,yes,school_bus,5 - 10,0.0,80.0,73.0,76.0,76.33333333333333
7162,female,group C,bachelor's degree,standard,none,divorced,sometimes,yes,school_bus,5 - 10,1.0,84.0,97.0,97.0,92.66666666666667
7163,female,group A,some college,free/reduced,none,single,sometimes,yes,school_bus,< 5,4.0,40.0,58.0,59.0,52.333333333333336
7164,male,group C,some college,standard,none,divorced,sometimes,yes,school_bus,5 - 10,1.0,52.0,51.0,49.0,50.666666666666664
7165,female,group D,bachelor's degree,standard,completed,divorced,sometimes,yes,school_bus,5 - 10,1.0,69.0,75.0,82.0,75.33333333333333
7166,female,group B,some college,standard,none,married,sometimes,no,school_bus,> 10,2.0,77.0,81.0,82.0,80.0
7167,female,group C,some college,standard,none,divorced,regularly,yes,school_bus,5 - 10,0.0,66.0,72.0,75.0,71.0
7168,male,group D,some college,free/reduced,none,divorced,regularly,yes,school_bus,< 5,3.0,64.0,62.0,63.0,63.0
7169,male,group D,some college,standard,completed,married,regularly,no,private,5 - 10,3.0,70.0,61.0,66.0,65.66666666666667
7170,female,group C,associate's degree,standard,none,single,sometimes,no,private,5 - 10,2.0,93.0,100.0,98.0,97.0
7171,male,group C,high school,standard,completed,widowed,regularly,no,private,5 - 10,3.0,59.0,53.0,50.0,54.0
7172,male,group C,associate's degree,free/reduced,none,single,never,no,private,> 10,1.5,52.0,55.0,48.0,51.666666666666664
7173,male,group C,associate's degree,standard,none,married,never,no,private,5 - 10,1.0,46.0,48.0,48.0,47.333333333333336
7174,female,group C,some college,free/reduced,completed,divorced,sometimes,yes,private,5 - 10,1.0,68.0,83.0,88.0,79.66666666666667
7175,female,group C,associate's degree,standard,none,married,sometimes,no,private,< 5,3.0,54.0,57.0,60.0,57.0
7176,male,group C,associate's degree,standard,none,single,sometimes,yes,school_bus,5 - 10,2.0,47.0,35.0,36.0,39.333333333333336
7177,female,group B,associate's degree,standard,none,married,sometimes,yes,school_bus,5 - 10,2.0,62.0,92.0,84.0,79.33333333333333
7178,female,group E,high school,free/reduced,none,married,regularly,no,private,> 10,3.0,56.0,62.0,58.0,58.666666666666664
7179,male,group C,master's degree,standard,completed,married,regularly,no,private,> 10,3.0,76.0,63.0,69.0,69.33333333333333
7180,female,group E,high school,free/reduced,none,divorced,sometimes,yes,school_bus,5 - 10,1.0,62.0,75.0,67.0,68.0
7181,female,group C,some college,free/reduced,none,single,sometimes,yes,school_bus,< 5,1.0,33.0,53.0,49.0,45.0
7182,female,group D,master's degree,free/reduced,none,single,regularly,yes,private,< 5,1.0,84.0,92.0,99.0,91.66666666666667
7183,female,group D,master's degree,standard,completed,married,sometimes,yes,private,> 10,4.0,91.0,100.0,100.0,97.0
